pmb_id,source,raw_sent,sbn_str,error,precision,recall,f1,precision_lenient,recall_lenient,f1_lenient
en/p12/d0789,GREW,Someone is calling you.,"time.n.08    EQU now
someone.n.01
call.v.01    Time -2 Agent -1 Time +1
person.n.01  EQU hearer",,0.896551724137931,0.896551724137931,0.896551724137931,0.92,0.92,0.92
en/p12/d1391,GREW,To whom is Shostakovich's String Quartet No. 8 dedicated?,"time.n.08      TPR now
whom.n.01
female.n.02    Name Shostakovich
female.n.02    Agent -1 Agent +1
no..n.01       Agent 8
dedicated.v.01 Time -5 Time -4 Time -2",,0.6046511627906976,0.6666666666666666,0.6341463414634145,0.5945945945945946,0.6470588235294118,0.619718309859155
en/p12/d3307,GREW,"Despite everything, Tom started to relax.","NEGATION    -1
NEGATION    -1
time.n.08   TPR now
female.n.02 Name Tom
start.v.02  Time -2 Agent -1 Time +1
relax.v.01",,0.8181818181818182,0.5869565217391305,0.6835443037974683,0.8275862068965517,0.6,0.6956521739130435
en/p12/d1466,GREW,Tom is a 33-year-old man.,"time.n.08   EQU now
female.n.02 Name Tom
year.n.01   Agent 33
old.a.01    Time -1
man.n.01    Time -4 Theme -3 Attribute -1",,0.8648648648648649,0.6530612244897959,0.7441860465116279,0.84375,0.6428571428571429,0.7297297297297298
en/p12/d0799,GREW,Can we roller-skate in this park?,"time.n.08   EQU now
person.n.01 EQU speaker
roller.n.01
skate.v.01  Time -3 Agent -2 Agent -1 Theme +1
park.n.02",,0.4857142857142857,0.7391304347826086,0.5862068965517241,0.4666666666666667,0.7,0.56
en/p12/d1165,GREW,Paul Keast,"time.n.08   EQU now
female.n.02 Time -1 Name Paul",,0.5294117647058824,0.6,0.5625,0.5333333333333333,0.6153846153846154,0.5714285714285715
en/p12/d3079,GREW,Tom finished off the soup.,"time.n.08       TPR now
female.n.02     Name Tom
finish_off.v.01 Time -2 Agent -1 Theme +1
soup.n.01",,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.96,0.96,0.96
en/p12/d0821,GREW,He is proud of his son.,"time.n.08  EQU now
male.n.02
proud.a.01 Time -2 AttributeOf -1 Stimulus +2
male.n.02
son.n.01   Role -1",,0.8787878787878788,0.8529411764705882,0.8656716417910447,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p12/d2561,GREW,He does not speak English.,"NEGATION    -1
time.n.08   EQU now
male.n.02
speak.v.03  Time -2 Agent -1 Time +1
female.n.02 Name English",,0.8064516129032258,0.8620689655172413,0.8333333333333334,0.8148148148148148,0.88,0.8461538461538461
en/p12/d1503,GREW,He telephoned me again and again.,"time.n.08     TPR now
male.n.02
telephon.v.01 Time -2 Agent -1 Time +1 Manner +2
person.n.01   EQU speaker
again.r.01    Agent +1
again.r.01",,0.6585365853658537,0.9310344827586207,0.7714285714285715,0.6571428571428571,0.92,0.7666666666666667
en/p12/d2518,GREW,Tom has gone to Boston.,"time.n.08   TPR now
female.n.02 Name Tom
go.v.01     Time -2 Agent -1 Location +1
female.n.02 Name Boston",,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8518518518518519,0.8518518518518519,0.8518518518518519
en/p12/d1730,GREW,I don't hate myself.,"time.n.08   EQU now
person.n.01 EQU speaker
hate.v.01   Time -2 Agent -1 Time +1
person.n.01 EQU speaker",,0.6774193548387096,0.7777777777777778,0.7241379310344828,0.6666666666666666,0.75,0.7058823529411765
en/p12/d3517,GREW,I owed him a thousand dollars.,"time.n.08   TPR now
person.n.01 EQU speaker
owe.v.03    Time -2 Agent -1 Time +1 Theme +2
male.n.02
dollar.n.01 Agent thousand",,0.8918918918918919,0.7674418604651163,0.825,0.875,0.7567567567567568,0.8115942028985507
en/p12/d3429,GREW,Tom also plays guitar.,"time.n.08   EQU now
female.n.02 Name Tom
also.r.01
play.v.01   Time -3 Agent -2 Manner -1 Theme +1
guitar.n.01",,0.7714285714285715,0.9310344827586207,0.8437500000000001,0.8,0.96,0.8727272727272728
en/p12/d2819,GREW,I might vote for Tom.,"time.n.08   EQU now
person.n.01 EQU speaker
vote.v.01   Time -2 Agent -1 Location +1
female.n.02 Name Tom",,0.6129032258064516,0.76,0.6785714285714285,0.5925925925925926,0.7272727272727273,0.6530612244897959
en/p12/d0922,GREW,It had snowed.,"time.n.08   TPR now
person.n.01
snow.v.01   Time -2 Agent -1",,0.7142857142857143,1.0,0.8333333333333333,0.7222222222222222,1.0,0.8387096774193548
en/p12/d2871,GREW,Let's not overreact.,"NEGATION       -1
time.n.08      EQU now
let.v.01       Time -1 Time +1 Time +2
person.n.01    EQU speaker
overreact.v.01",,0.7096774193548387,0.88,0.7857142857142856,0.7037037037037037,0.8636363636363636,0.7755102040816326
en/p12/d2112,GREW,"If I don't have a bow, I can't play the violin.","time.n.08   EQU now
person.n.01 EQU speaker
have.v.01   Agent -1 Theme +1
bow.n.02
person.n.01 EQU speaker
play.v.01   Time -5 Time -3 Agent -1 Theme +1
violin.n.01",,0.8163265306122449,0.7142857142857143,0.7619047619047619,0.8095238095238095,0.6938775510204082,0.7472527472527472
en/p12/d3247,GREW,Tom videotaped it.,"time.n.08      TPR now
female.n.02    Name Tom
videotape.v.01 Time -2 Agent -1 Time +1
person.n.01",,0.896551724137931,0.896551724137931,0.896551724137931,0.88,0.88,0.88
en/p12/d2513,GREW,She planted some pansies in the flower bed.,"time.n.08       TPR now
female.n.02
plant.v.01      Time -2 Agent -1 Theme +1 Theme +2
pansie.n.01
flower_bed.n.01",,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9285714285714286,0.9285714285714286,0.9285714285714286
en/p12/d3094,GREW,He's eight years old.,"time.n.08 EQU now
male.n.02
year.n.01 Agent eight
old.a.01  Time -3 AttributeOf -2 Time -1",,0.8620689655172413,0.7142857142857143,0.7812500000000001,0.84,0.7,0.7636363636363636
en/p12/d3107,GREW,I have to repair the refrigerator.,"time.n.08         EQU now
person.n.01       EQU speaker
have.v.01         Time -2 Agent -1 Time +1
repair.v.01       Theme +1
refrigerator.n.01",,0.4857142857142857,0.7391304347826086,0.5862068965517241,0.4666666666666667,0.7,0.56
en/p12/d1907,GREW,Mary grabbed her purse and left.,"time.n.08   TPR now
female.n.02 Name Mary
grab.v.05   Time -2 Agent -1 Theme +1 Time +2
purse.n.01  User -2
leave.v.01",,0.9166666666666666,0.7021276595744681,0.7951807228915662,0.9354838709677419,0.7073170731707317,0.8055555555555556
en/p12/d2562,GREW,He owns a private jet.,"time.n.08    EQU now
male.n.02
own.v.01     Time -2 Agent -1 Theme +2
private.a.01
jet.n.01     Attribute -1",,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9285714285714286,0.9285714285714286,0.9285714285714286
en/p12/d1922,GREW,Mary bought herself a microscope.,"time.n.08       TPR now
female.n.02     Name Mary
buy.v.01        Time -2 Agent -1 Time +1 Theme +2
female.n.02
microscope.n.01",,0.8,0.9655172413793104,0.8750000000000001,0.8,0.96,0.8727272727272728
en/p12/d2736,GREW,No one is expendable.,"NEGATION        -1
time.n.08       EQU now
one.n.01
expendable.a.01 Time -2 AttributeOf -1",,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.95,0.95,0.9500000000000001
en/p12/d1918,GREW,The score is one all.,"NEGATION   -1
NEGATION   -1
time.n.08  EQU now
score.n.03
one.n.01   Time -2 Theme -1",,0.68,0.5862068965517241,0.6296296296296295,0.6818181818181818,0.6,0.6382978723404256
en/p12/d1845,GREW,I'm fed up with your stories!,"time.n.08    TPR now
person.n.01  EQU speaker
feed_up.v.01 Time -2 Agent -1 Theme +2
person.n.01  EQU hearer
story.n.01   Role -1",,0.6486486486486487,0.7741935483870968,0.7058823529411764,0.65625,0.7777777777777778,0.711864406779661
en/p12/d1720,GREW,"She's not young, is she?","NEGATION    -1
time.n.08   EQU now
female.n.02
young.a.01  Time -2 AttributeOf -1 AttributeOf +1
female.n.02",,0.7586206896551724,0.9565217391304348,0.8461538461538461,0.76,0.95,0.8444444444444444
en/p12/d3237,GREW,How is your surname pronounced?,"time.n.08      TPR now
how.r.01
person.n.01    EQU hearer
surname.n.01   Role -1
pronounce.v.01 Time -4 Manner -3 Theme -1",,0.7142857142857143,0.8064516129032258,0.7575757575757576,0.7,0.7777777777777778,0.7368421052631577
en/p12/d2101,GREW,She hated him.,"time.n.08   TPR now
female.n.02
hate.v.01   Time -2 Agent -1 Time +1
male.n.02",,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9130434782608695,0.9130434782608695,0.9130434782608695
en/p12/d2264,GREW,The house is five hundred years old.,"time.n.08  EQU now
house.n.01
year.n.01  Agent five Agent hundred
old.a.01   Time -3 AttributeOf -2 Time -1",,0.7741935483870968,0.6857142857142857,0.7272727272727272,0.7777777777777778,0.7,0.7368421052631577
en/p12/d2068,GREW,The ship is unloading the boxes.,"time.n.08   EQU now
ship.n.01
unload.v.02 Time -2 Theme -1 Theme +1
box.n.01",,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9565217391304348,0.9565217391304348,0.9565217391304348
en/p12/d0929,GREW,"I took a taxi, because it was raining.","time.n.08   TPR now
person.n.01 EQU speaker
take.v.09   Time -2 Agent -1 Theme +1 Time +3
taxi.n.01
person.n.01
rain.v.01   Agent -1",,0.8536585365853658,0.7777777777777778,0.8139534883720929,0.8571428571428571,0.7692307692307693,0.8108108108108107
en/p12/d0877,GREW,I was invited by an old friend.,"time.n.08   TPR now
person.n.01 EQU speaker
invite.v.02 Time -2 Experiencer -1 Theme +2
old.a.01
friend.n.01 Attribute -1",,0.9142857142857143,0.7804878048780488,0.8421052631578947,0.9333333333333333,0.8,0.8615384615384616
en/p12/d1711,GREW,I wasn't joking.,"time.n.08   EQU now
person.n.01 EQU speaker
joke.v.01   Time -2 Agent -1",,0.8695652173913043,0.8,0.8333333333333333,0.85,0.7727272727272727,0.8095238095238095
en/p12/d1397,GREW,I am reading a book now.,"time.n.08   EQU now
person.n.01 EQU speaker
read.v.01   Time -2 Agent -1 Theme +1 Manner +2
book.n.02
now.r.01",,0.7714285714285715,0.9310344827586207,0.8437500000000001,0.8,0.96,0.8727272727272728
en/p12/d2043,GREW,He bought vegetables and some fruit.,"time.n.08      TPR now
male.n.02
buy.v.01       Time -2 Agent -1 Theme +1
vegetable.n.01 Sub +1
fruit.n.01",,0.9696969696969697,0.8205128205128205,0.8888888888888888,0.9642857142857143,0.8181818181818182,0.8852459016393442
en/p12/d2136,GREW,Mr Smith lives in Kyoto now.,"time.n.08   EQU now
female.n.02 Name Mr
live.v.01   Time -2 Agent -1 Location +1 Manner +2
female.n.02 Name Kyoto
now.r.01",,0.7837837837837838,0.7837837837837838,0.7837837837837838,0.78125,0.78125,0.78125
en/p12/d1394,GREW,What is TB?,"time.n.08 EQU now
what.n.01 Time -1 Co-Theme +1
TB.n.01",,0.8571428571428571,0.6206896551724138,0.7200000000000001,0.8333333333333334,0.6,0.6976744186046512
en/p12/d2192,GREW,The rooster crows.,"time.n.08    EQU now
rooster.n.01
crow.v.03    Time -2 Theme -1",,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9444444444444444,0.9444444444444444,0.9444444444444444
en/p12/d0902,GREW,I ironed the handkerchief.,"time.n.08          TPR now
person.n.01        EQU speaker
irone.v.01         Time -2 Agent -1 Theme +1
hand_kerchief.n.01",,0.896551724137931,0.896551724137931,0.896551724137931,0.88,0.88,0.88
en/p12/d3475,GREW,The young girl is singing.,"time.n.08  EQU now
young.a.01
girl.n.01  Attribute -1
singe.v.01 Time -3 Theme -1",,0.8888888888888888,0.8275862068965517,0.8571428571428572,0.9130434782608695,0.84,0.8749999999999999
en/p12/d1127,GREW,Death penalty,"time.n.08          EQU now
death_penalty.n.01 Time -1",,0.6,0.6923076923076923,0.6428571428571429,0.6153846153846154,0.7272727272727273,0.6666666666666667
en/p12/d2699,GREW,The soldier gave me water.,"time.n.08    TPR now
soldier.n.01
give.v.03    Time -2 Theme -1 Time +1 Theme +2
person.n.01  EQU speaker
water.n.06",,0.9428571428571428,0.8048780487804879,0.868421052631579,0.9333333333333333,0.8,0.8615384615384616
en/p12/d2981,GREW,Where's your jacket?,"time.n.08   EQU now
where.r.01  Time -1 Theme +2
person.n.01 EQU hearer
jacket.n.01 Role -1",,0.7931034482758621,0.7419354838709677,0.7666666666666667,0.8,0.7407407407407407,0.7692307692307692
en/p12/d1910,GREW,"I'm kind of excited, too.","time.n.08    EQU now
person.n.01  EQU speaker
kind.a.01    Agent +1
of.r.01
excited.a.01 Time -4 AttributeOf -3 Degree -2 Degree +1
too.n.01",,0.6585365853658537,0.9310344827586207,0.7714285714285715,0.6571428571428571,0.92,0.7666666666666667
en/p12/d1366,GREW,THE FOUR GREAT ERRORS,"time.n.08  EQU now
great.a.04
error.n.01 Time -2 Agent four Attribute -1",,0.6086956521739131,0.6666666666666666,0.6363636363636365,0.65,0.7222222222222222,0.6842105263157895
en/p12/d3037,GREW,I think my right arm is broken.,"time.n.08   EQU now
person.n.01 EQU speaker
think.v.01  Time -2 Agent -1 Time +4
person.n.01 EQU speaker
right.a.01
arm.n.01    Role -2 Attribute -1
broken.a.01 AttributeOf -1",,0.8163265306122449,0.7547169811320755,0.7843137254901962,0.8095238095238095,0.7391304347826086,0.7727272727272727
en/p12/d2543,GREW,How much is the ticket?,"time.n.08   EQU now
how.r.01
much.a.01   Time -2 Degree -1 AttributeOf +1
ticket.n.01",,0.7037037037037037,0.6129032258064516,0.6551724137931035,0.7391304347826086,0.6296296296296297,0.68
en/p12/d2307,GREW,She turned around and scowled at me.,"time.n.08   TPR now
female.n.02
turn.v.03   Time -2 Agent -1 Manner +1 Time +2
around.r.01
scowl.v.01  Time +1
person.n.01 EQU speaker",,0.7073170731707317,0.6304347826086957,0.6666666666666667,0.7142857142857143,0.625,0.6666666666666666
en/p12/d1531,GREW,Tom dyed his hair brown.,"time.n.08   TPR now
female.n.02 Name Tom
dyed.v.01   Time -2 Agent -1 Theme +1 Theme +2
hair.n.01   User -2
brown.a.01",,0.8611111111111112,0.8378378378378378,0.8493150684931507,0.8387096774193549,0.8125,0.8253968253968254
en/p12/d1557,GREW,Is it true that you bought a house in London?,"time.n.08   TPR now
person.n.01
true.a.01   Time -2 Agent -1 Agent +2
person.n.01 EQU hearer
buy.v.01    Agent -1 Theme +1 Location +2
house.n.01
female.n.02 Name London",,0.7755102040816326,0.7169811320754716,0.7450980392156863,0.7857142857142857,0.717391304347826,0.75
en/p12/d3065,GREW,He isn't richer than me.,"time.n.08   EQU now
male.n.02
richer.a.01 Time -2 AttributeOf -1 Time +1
person.n.01 EQU speaker",,0.8620689655172413,0.6578947368421053,0.746268656716418,0.84,0.6363636363636364,0.7241379310344828
en/p12/d2609,GREW,Palm oil is destroying the rainforest.,"time.n.08       EQU now
Palm_oil.n.01
destroy.v.01    Time -2 Theme -1 Theme +1
rainforest.n.01",,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9130434782608695,0.9130434782608695,0.9130434782608695
en/p12/d3026,GREW,"I paid 2,000 yen for this atlas.","time.n.08   TPR now
person.n.01 EQU speaker
pay.v.01    Time -2 Agent -1 Theme +1 Theme +2
yen.n.02    Agent 2,000
atla.n.01",,0.8648648648648649,0.7441860465116279,0.8,0.875,0.7567567567567568,0.8115942028985507
en/p12/d1112,GREW,I stared at her.,"time.n.08   TPR now
person.n.01 EQU speaker
stare.v.01  Time -2 Agent -1 Time +1
female.n.02",,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.96,0.96,0.96
en/p12/d1641,GREW,The government is considering tax cuts.,"time.n.08       EQU now
government.n.01
consider.v.03   Time -2 Theme -1 Theme +1
tax_cut.n.01",,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9565217391304348,0.9565217391304348,0.9565217391304348
en/p12/d0094,GREW,What are you guys drinking?,"time.n.08   EQU now
what.n.01
person.n.01 EQU hearer Agent +1
guy.n.01
drink.v.01  Time -4 Time -3 Agent -2",,0.8857142857142857,0.8378378378378378,0.8611111111111112,0.8666666666666667,0.8125,0.8387096774193549
en/p12/d1982,GREW,I thought everyone was busy.,"NEGATION    -1
NEGATION    -1
time.n.08   TPR now
person.n.01 EQU speaker
think.v.01  Time -2 Agent -1 Time +1
busy.a.01",,0.8787878787878788,0.5918367346938775,0.7073170731707316,0.8620689655172413,0.5813953488372093,0.6944444444444445
en/p12/d0761,GREW,Romano Prodi wins Italian primaries.,"time.n.08    EQU now
female.n.02  Name Romano
win.v.01     Time -2 Agent -1 Theme +2
italian.n.02
primary.n.01 Attribute -1",,0.8857142857142857,0.8378378378378378,0.8611111111111112,0.8666666666666667,0.8125,0.8387096774193549
en/p12/d2625,GREW,He whispered to me that he was hungry.,"time.n.08    TPR now
male.n.02
whisper.v.01 Time -2 Agent -1 Time +1 Time +3
person.n.01  EQU speaker
male.n.02
hungry.a.01  AttributeOf -1",,0.8780487804878049,0.6923076923076923,0.7741935483870966,0.8571428571428571,0.6666666666666666,0.75
en/p12/d0949,GREW,You bought a macaw.,"time.n.08   TPR now
person.n.01 EQU hearer
buy.v.01    Time -2 Agent -1 Theme +1
macaw.n.01",,1.0,1.0,1.0,1.0,1.0,1.0
en/p12/d3548,GREW,Everyone makes mistakes.,"NEGATION     -1
NEGATION     -1
time.n.08    EQU now
make.v.06    Time -1 Theme +1
mistake.n.01",,0.96,0.7741935483870968,0.8571428571428571,1.0,0.8148148148148148,0.8979591836734693
en/p12/d3066,GREW,None of the balls are yellow.,"NEGATION    -1
time.n.08   EQU now
ball.n.01
yellow.a.01 Time -2",,1.0,0.7586206896551724,0.8627450980392156,1.0,0.76,0.8636363636363636
en/p12/d0869,GREW,My parents are from China.,"time.n.08   EQU now
person.n.01 EQU speaker
parent.n.01 Role -1
female.n.02 Time -3 Theme -1",,0.8275862068965517,0.6486486486486487,0.7272727272727273,0.8,0.625,0.7017543859649122
en/p12/d3250,GREW,"It's raining, but she's not wearing a coat.","NEGATION     -1
time.n.08    EQU now
person.n.01
raining.a.01 Time -2 AttributeOf -1 Theme +2
female.n.02
wear.v.01    Agent -1 Theme +1
coat.n.01",,0.7560975609756098,0.6888888888888889,0.7209302325581395,0.7428571428571429,0.6666666666666666,0.7027027027027027
en/p12/d0837,GREW,He had his shirt on inside out.,"time.n.08   TPR now
male.n.02
have.v.01   Time -2 Agent -1 Theme +2 Manner +3 Manner +5
male.n.02
shirt.n.01  Role -1
on.a.01
inside.r.01
out.r.01    Value -1",,0.6078431372549019,0.9117647058823529,0.7294117647058823,0.6046511627906976,0.896551724137931,0.7222222222222221
en/p12/d3490,GREW,Tom poured himself a drink.,"time.n.08   TPR now
female.n.02 Name Tom
pour.v.01   Time -2 Agent -1 Time +1 Theme +2
male.n.02
drink.n.01",,0.7714285714285715,0.9310344827586207,0.8437500000000001,0.7666666666666667,0.92,0.8363636363636363
en/p12/d2176,GREW,Tom grabbed his umbrella and headed for the elevator.,"time.n.08     TPR now
female.n.02   Name Tom
grab.v.05     Time -2 Agent -1 Theme +1 Time +2
umbrella.n.01 User -2
head.v.01     Theme +1
elevator.n.01",,0.8571428571428571,0.6792452830188679,0.7578947368421052,0.8611111111111112,0.6739130434782609,0.7560975609756099
en/p12/d0958,GREW,School is over at 3:30.,"time.n.08   EQU now
school.n.02
over.a.01   Time -2 Theme -1 Agent 3:30",,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.85,0.85,0.85
en/p12/d3297,GREW,He used to drink beer.,"time.n.08  TPR now
male.n.02
use.v.01   Time -2 Agent -1 Time +1
drink.v.01 Theme +1
beer.n.01",,0.7575757575757576,0.9259259259259259,0.8333333333333334,0.75,0.9130434782608695,0.8235294117647057
en/p12/d1856,GREW,"""My Struggle"" is a book by Adolf Hitler.","time.n.08   EQU now
person.n.01 EQU speaker
female.n.02 Creator -1
book.n.02   Time -3 Theme -1 Time +1
female.n.02 Name Adolf",,0.6756756756756757,0.6756756756756757,0.6756756756756757,0.6875,0.6875,0.6875
en/p12/d2605,GREW,The gown is made of silk.,"time.n.08 TPR now
gown.n.01
make.v.06 Time -2 Theme -1 Theme +1
silk.n.01",,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8695652173913043,0.8695652173913043,0.8695652173913043
en/p12/d2907,GREW,Tom wrote everything down.,"NEGATION        -1
NEGATION        -1
time.n.08       TPR now
female.n.02     Name Tom
write_down.v.01 Time -2 Agent -1",,0.9259259259259259,0.7575757575757576,0.8333333333333334,0.9166666666666666,0.7586206896551724,0.830188679245283
en/p12/d1756,GREW,Your zipper is open.,"time.n.08   EQU now
person.n.01 EQU hearer
zipper.n.01 Role -1
open.a.01   Time -3 AttributeOf -1",,0.7586206896551724,0.9565217391304348,0.8461538461538461,0.76,0.95,0.8444444444444444
en/p12/d2470,GREW,Paul is more vigorous than Marc.,"time.n.08     EQU now
female.n.02   Name Paul
more.r.01
vigorous.a.01 Time -3 AttributeOf -2 Degree -1 Stimulus +1
female.n.02   Name Marc",,0.918918918918919,0.8947368421052632,0.9066666666666667,0.90625,0.8787878787878788,0.8923076923076922
en/p12/d2624,GREW,Tom's useless.,"time.n.08    EQU now
female.n.02  Name Tom
useless.a.01 Time -2 AttributeOf -1",,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.95,0.95,0.9500000000000001
en/p12/d2424,GREW,Did you sleep with her?,"time.n.08   EQU now
person.n.01 EQU hearer
sleep.v.01  Time -2 Agent -1 Time +1
female.n.02",,0.896551724137931,0.896551724137931,0.896551724137931,0.88,0.88,0.88
en/p12/d2821,GREW,Tom ate vegan lasagna.,"time.n.08    EQU now
female.n.02  Time -1 EQU +3
eat.v.01
vegan.n.01
lasagna.n.01 Attribute -2 Attribute -1",,0.8484848484848485,0.8,0.823529411764706,0.8214285714285714,0.7666666666666667,0.793103448275862
en/p12/d0847,GREW,She is pleased with the dress.,"time.n.08    EQU now
female.n.02
pleased.a.01 Time -2 AttributeOf -1 Stimulus +1
dress.n.01",,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9565217391304348,0.9565217391304348,0.9565217391304348
en/p12/d1428,GREW,I'm allergic to pollen.,"time.n.08     EQU now
person.n.01   EQU speaker
allergic.a.02 Time -2 AttributeOf -1 Stimulus +1
pollen.n.01",,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.96,0.96,0.96
en/p12/d3230,GREW,Tom told me you were allergic to cats.,"time.n.08     TPR now
female.n.02   Name Tom
tell.v.02     Time -2 Agent -1 Time +1 Time +3
person.n.01   EQU speaker
person.n.01   EQU hearer
allergic.a.02 AttributeOf -1 Stimulus +1
cat.n.01",,0.8627450980392157,0.7213114754098361,0.7857142857142857,0.8409090909090909,0.6981132075471698,0.7628865979381443
en/p12/d2453,GREW,I love dogs.,"time.n.08   EQU now
person.n.01 EQU speaker
love.v.01   Time -2 Agent -1 Theme +1
dog.n.01",,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.92,0.92,0.92
en/p12/d2319,GREW,One of my teeth hurts.,"time.n.08   EQU now
one.n.01    Agent +2
person.n.01 EQU speaker
tooth.n.01  Role -1
hurt.v.01   Time -4 Agent -3",,0.7142857142857143,0.8064516129032258,0.7575757575757576,0.7,0.7777777777777778,0.7368421052631577
en/p12/d2917,GREW,I cut myself with a hacksaw.,"time.n.08    TPR now
person.n.01  EQU speaker
cut.v.01     Time -2 Agent -1 Time +1 Theme +2
person.n.01  EQU speaker
hacksaw.n.01",,0.7837837837837838,0.9354838709677419,0.8529411764705881,0.78125,0.9259259259259259,0.847457627118644
en/p12/d2098,GREW,Over 30 people committed suicide.,"time.n.08    TPR now
over.a.01
30.n.01      APX -1
people.n.01  Quantity -1
commit.v.01  Time -4 Theme -1 Theme +1
suicide.n.01",,0.8461538461538461,0.8048780487804879,0.8250000000000001,0.8181818181818182,0.7714285714285715,0.7941176470588236
en/p12/d2920,GREW,We are closing the store.,"time.n.08   EQU now
person.n.01 EQU speaker
close.v.01  Time -2 Agent -1 Theme +1
store.n.01",,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.96,0.96,0.96
en/p12/d1605,GREW,Tom is allergic to cats.,"time.n.08     EQU now
female.n.02   Name Tom
allergic.a.02 Time -2 AttributeOf -1 Stimulus +1
cat.n.01",,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.92,0.92,0.92
en/p12/d1997,GREW,She banged the table with her fist.,"time.n.08   TPR now
female.n.02
bang.v.01   Time -2 Agent -1 Theme +1 Theme +3
table.n.02
female.n.02
fist.n.01   Role -1",,0.7948717948717948,0.9117647058823529,0.8493150684931507,0.7878787878787878,0.896551724137931,0.8387096774193549
