pmb_id,raw_sent,precision,recall,f1,precision_lenient,recall_lenient,f1_lenient
en/p12/d1730,I don't hate myself.,0.6551724137931034,0.7037037037037037,0.6785714285714286,0.64,0.6666666666666666,0.6530612244897959
en/p12/d1643,They are faced with a serious situation.,0.7428571428571429,0.7878787878787878,0.7647058823529412,0.8,0.8571428571428571,0.8275862068965518
en/p12/d3094,He's eight years old.,0.7096774193548387,0.6285714285714286,0.6666666666666666,0.7037037037037037,0.6333333333333333,0.6666666666666667
en/p12/d3307,"Despite everything, Tom started to relax.",0.6590909090909091,0.6304347826086957,0.6444444444444444,0.6842105263157895,0.65,0.6666666666666667
en/p12/d3107,I have to repair the refrigerator.,0.4857142857142857,0.7391304347826086,0.5862068965517241,0.4666666666666667,0.7,0.56
en/p12/d2192,The rooster crows.,0.8,0.5714285714285714,0.6666666666666666,0.7692307692307693,0.5555555555555556,0.6451612903225806
en/p12/d2513,She planted some pansies in the flower bed.,0.8571428571428571,0.9090909090909091,0.8823529411764706,0.8666666666666667,0.9285714285714286,0.896551724137931
en/p12/d3475,The young girl is singing.,0.8888888888888888,0.8275862068965517,0.8571428571428572,0.9130434782608695,0.84,0.8749999999999999
en/p12/d1127,Death penalty,0.6,0.6923076923076923,0.6428571428571429,0.6153846153846154,0.7272727272727273,0.6666666666666667
en/p12/d1366,THE FOUR GREAT ERRORS,0.6086956521739131,0.6666666666666666,0.6363636363636365,0.65,0.7222222222222222,0.6842105263157895
en/p12/d2981,Where's your jacket?,0.7407407407407407,0.6451612903225806,0.689655172413793,0.7391304347826086,0.6296296296296297,0.68
en/p12/d2543,How much is the ticket?,0.6666666666666666,0.5806451612903226,0.6206896551724138,0.6956521739130435,0.5925925925925926,0.6399999999999999
en/p12/d2307,She turned around and scowled at me.,0.6585365853658537,0.5869565217391305,0.6206896551724138,0.6571428571428571,0.575,0.6133333333333333
en/p12/d1557,Is it true that you bought a house in London?,0.7755102040816326,0.7169811320754716,0.7450980392156863,0.7619047619047619,0.6956521739130435,0.7272727272727272
en/p12/d3065,He isn't richer than me.,0.7586206896551724,0.5789473684210527,0.6567164179104478,0.72,0.5454545454545454,0.6206896551724138
en/p12/d3026,"I paid 2,000 yen for this atlas.",0.8648648648648649,0.7441860465116279,0.8,0.90625,0.7837837837837838,0.8405797101449275
en/p12/d1531,Tom dyed his hair brown.,0.8333333333333334,0.8108108108108109,0.8219178082191781,0.8387096774193549,0.8125,0.8253968253968254
en/p12/d0094,What are you guys drinking?,0.8571428571428571,0.8108108108108109,0.8333333333333334,0.8333333333333334,0.78125,0.8064516129032259
en/p12/d1641,The government is considering tax cuts.,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9565217391304348,0.9565217391304348,0.9565217391304348
en/p12/d3066,None of the balls are yellow.,0.8148148148148148,0.7586206896551724,0.7857142857142857,0.782608695652174,0.72,0.7499999999999999
en/p12/d2609,Palm oil is destroying the rainforest.,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8695652173913043,0.8695652173913043,0.8695652173913043
en/p12/d1112,I stared at her.,0.896551724137931,0.896551724137931,0.896551724137931,0.92,0.92,0.92
en/p12/d0761,Romano Prodi wins Italian primaries.,0.7714285714285715,0.7297297297297297,0.75,0.8,0.75,0.7741935483870969
en/p12/d2625,He whispered to me that he was hungry.,0.7441860465116279,0.6153846153846154,0.6736842105263158,0.7567567567567568,0.6222222222222222,0.6829268292682927
en/p12/d1982,I thought everyone was busy.,0.8378378378378378,0.6326530612244898,0.7209302325581396,0.8125,0.6046511627906976,0.6933333333333334
en/p12/d0949,You bought a macaw.,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.96,0.96,0.96
en/p12/d3548,Everyone makes mistakes.,0.7931034482758621,0.7419354838709677,0.7666666666666667,0.8,0.7407407407407407,0.7692307692307692
en/p12/d0869,My parents are from China.,0.7407407407407407,0.5405405405405406,0.625,0.7391304347826086,0.53125,0.6181818181818182
en/p12/d0837,He had his shirt on inside out.,0.6829268292682927,0.8235294117647058,0.7466666666666667,0.6857142857142857,0.8275862068965517,0.75
en/p12/d3250,"It's raining, but she's not wearing a coat.",0.6744186046511628,0.6444444444444445,0.6590909090909091,0.6756756756756757,0.6410256410256411,0.6578947368421052
en/p12/d2176,Tom grabbed his umbrella and headed for the elevator.,0.8333333333333334,0.660377358490566,0.7368421052631579,0.8611111111111112,0.6739130434782609,0.7560975609756099
en/p12/d2624,Tom's useless.,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.85,0.85,0.85
en/p12/d3490,Tom poured himself a drink.,0.7428571428571429,0.896551724137931,0.8125,0.7666666666666667,0.92,0.8363636363636363
en/p12/d3297,He used to drink beer.,0.6571428571428571,0.8518518518518519,0.7419354838709677,0.6666666666666666,0.8695652173913043,0.7547169811320754
en/p12/d2907,Tom wrote everything down.,0.7931034482758621,0.696969696969697,0.7419354838709677,0.8,0.6896551724137931,0.7407407407407408
en/p12/d1856,"""My Struggle"" is a book by Adolf Hitler.",0.6857142857142857,0.6486486486486487,0.6666666666666667,0.6666666666666666,0.625,0.6451612903225806
en/p12/d2605,The gown is made of silk.,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8695652173913043,0.8695652173913043,0.8695652173913043
en/p12/d0958,School is over at 3:30.,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.75,0.75,0.75
en/p12/d2424,Did you sleep with her?,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.84,0.84,0.8399999999999999
en/p12/d2821,Tom ate vegan lasagna.,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8666666666666667,0.8666666666666667,0.8666666666666667
en/p12/d2470,Paul is more vigorous than Marc.,0.7837837837837838,0.7631578947368421,0.7733333333333334,0.8125,0.7878787878787878,0.8
en/p12/d1756,Your zipper is open.,0.7407407407407407,0.8695652173913043,0.7999999999999999,0.7391304347826086,0.85,0.7906976744186046
en/p12/d0847,She is pleased with the dress.,0.7586206896551724,0.8148148148148148,0.7857142857142857,0.76,0.8260869565217391,0.7916666666666667
en/p12/d1428,I'm allergic to pollen.,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.88,0.88,0.88
en/p12/d3230,Tom told me you were allergic to cats.,0.7551020408163265,0.6065573770491803,0.6727272727272727,0.7857142857142857,0.6226415094339622,0.6947368421052631
en/p12/d2453,I love dogs.,0.896551724137931,0.896551724137931,0.896551724137931,0.88,0.88,0.88
en/p12/d2917,I cut myself with a hacksaw.,0.8,0.9032258064516129,0.8484848484848486,0.8,0.8888888888888888,0.8421052631578948
en/p12/d2920,We are closing the store.,0.896551724137931,0.896551724137931,0.896551724137931,0.92,0.92,0.92
en/p12/d2319,One of my teeth hurts.,0.696969696969697,0.7419354838709677,0.71875,0.6785714285714286,0.7037037037037037,0.6909090909090909
en/p12/d1997,She banged the table with her fist.,0.6829268292682927,0.8235294117647058,0.7466666666666667,0.7142857142857143,0.8620689655172413,0.7812500000000001
en/p12/d2381,Tom bought some squirrelfish for his aquarium.,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.9032258064516129,0.9032258064516129,0.9032258064516129
en/p12/d3353,"Whenever he comes up to Tokyo, he stays with us.",0.6666666666666666,0.5666666666666667,0.6126126126126126,0.7045454545454546,0.5961538461538461,0.6458333333333334
en/p12/d2098,Over 30 people committed suicide.,0.8717948717948718,0.8292682926829268,0.8500000000000001,0.8484848484848485,0.8,0.823529411764706
en/p12/d1605,Tom is allergic to cats.,0.7931034482758621,0.7931034482758621,0.7931034482758621,0.84,0.84,0.8399999999999999
en/p12/d2370,Walt is an ex-soldier.,0.7391304347826086,0.3953488372093023,0.5151515151515151,0.85,0.4594594594594595,0.5964912280701754
en/p12/d2367,Tom's mad.,0.782608695652174,0.782608695652174,0.782608695652174,0.85,0.85,0.85
en/p12/d2279,Tom dropped his cup and broke it.,0.8095238095238095,0.6296296296296297,0.7083333333333334,0.8333333333333334,0.6382978723404256,0.7228915662650603
en/p12/d3130,Everybody agrees with you.,0.7586206896551724,0.6666666666666666,0.7096774193548386,0.72,0.6206896551724138,0.6666666666666666
en/p12/d1385,What province is Calgary located in?,0.7931034482758621,0.7419354838709677,0.7666666666666667,0.76,0.7037037037037037,0.7307692307692308
en/p12/d2497,Something is wrong with the washing machine.,0.7586206896551724,0.8148148148148148,0.7857142857142857,0.76,0.8260869565217391,0.7916666666666667
en/p12/d2485,The police is searching for an escaped prisoner.,0.8484848484848485,0.717948717948718,0.7777777777777778,0.8214285714285714,0.696969696969697,0.7540983606557378
en/p12/d3408,No one did anything but dance.,0.5151515151515151,0.68,0.5862068965517241,0.5,0.6363636363636364,0.56
en/p12/d1660,I'm sorry he committed suicide.,0.7674418604651163,0.6470588235294118,0.7021276595744682,0.7567567567567568,0.6363636363636364,0.691358024691358
en/p12/d2559,He is anything but a fool.,0.7241379310344828,0.6,0.65625,0.68,0.5666666666666667,0.6181818181818183
en/p12/d3324,All of a sudden the sky became overcast.,0.8709677419354839,0.7941176470588235,0.8307692307692308,0.8846153846153846,0.7931034482758621,0.8363636363636363
en/p12/d2802,The ship will stop in Yokohama.,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.84,0.84,0.8399999999999999
en/p12/d1544,The printer doesn't work.,0.7142857142857143,0.6521739130434783,0.6818181818181819,0.7777777777777778,0.7,0.7368421052631577
en/p12/d0244,Chris swung his sword!,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9615384615384616,0.9615384615384616,0.9615384615384616
en/p12/d3331,I gave him a sedative.,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.9333333333333333,0.9333333333333333,0.9333333333333333
en/p12/d2207,Mary hugged her doll.,0.9,0.9,0.9,0.9230769230769231,0.9230769230769231,0.9230769230769231
en/p12/d0896,I've fixed the radio for him.,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9,0.9,0.9
en/p12/d2239,She admits that she stole the jewels.,0.7209302325581395,0.6326530612244898,0.6739130434782609,0.7297297297297297,0.6428571428571429,0.6835443037974683
en/p12/d3550,"If you are wrong, then so am I.",0.6744186046511628,0.6170212765957447,0.6444444444444444,0.6486486486486487,0.5853658536585366,0.6153846153846153
en/p12/d2347,We enjoyed ourselves.,0.7586206896551724,0.88,0.8148148148148148,0.76,0.8636363636363636,0.8085106382978724
en/p12/d2070,The institution was established in the late 1960s.,0.7575757575757576,0.8620689655172413,0.8064516129032258,0.7857142857142857,0.88,0.830188679245283
en/p96/d1720,The boat was approaching the English Channel.,0.7272727272727273,0.8275862068965517,0.7741935483870968,0.7142857142857143,0.8,0.7547169811320756
en/p12/d1995,The war ended in 1945.,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9,0.9,0.9
en/p12/d2274,Mary is used to Tom's moods.,0.7333333333333333,0.5945945945945946,0.6567164179104478,0.7307692307692307,0.59375,0.6551724137931033
en/p96/d2745,I'm allergic to carrots.,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.88,0.88,0.88
en/p96/d0849,She turned a page of her book.,0.6829268292682927,0.8235294117647058,0.7466666666666667,0.7428571428571429,0.896551724137931,0.8125
en/p96/d3131,Let's start a band.,0.6363636363636364,0.7241379310344828,0.6774193548387097,0.6785714285714286,0.76,0.7169811320754718
en/p96/d1784,Tom's unscrupulous.,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.85,0.85,0.85
en/p96/d1395,How did Jackie Robinson die?,0.7931034482758621,0.7419354838709677,0.7666666666666667,0.8,0.7407407407407407,0.7692307692307692
en/p96/d1410,The play lasts two and a half hours.,0.6923076923076923,0.7714285714285715,0.7297297297297296,0.696969696969697,0.7666666666666667,0.7301587301587302
en/p96/d2772,I prefer bananas rather than apples.,0.7560975609756098,0.7209302325581395,0.7380952380952381,0.7428571428571429,0.7027027027027027,0.7222222222222223
en/p96/d1536,There were 30 survivors.,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.88,0.88,0.88
en/p96/d1949,"Tom hasn't eaten yet, has he?",0.5277777777777778,0.76,0.6229508196721312,0.5483870967741935,0.7727272727272727,0.6415094339622641
en/p96/d2299,Mary milked the cow.,0.896551724137931,0.896551724137931,0.896551724137931,0.92,0.92,0.92
en/p96/d1574,She stared at me.,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.88,0.88,0.88
en/p96/d1316,Lenz shook his head hopelessly.,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8709677419354839,0.8709677419354839,0.8709677419354839
en/p96/d2188,I swept the kitchen floor.,0.896551724137931,0.7428571428571429,0.8125,0.92,0.7666666666666667,0.8363636363636363
en/p96/d2561,Tom headed for the elevator.,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.88,0.88,0.88
en/p96/d2005,I saw wolves in the Appennines.,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.84375,0.84375,0.84375
en/p96/d2163,The picture was painted by Picasso.,0.8275862068965517,0.8275862068965517,0.8275862068965517,0.88,0.88,0.88
en/p96/d2878,Tom has a 13-year-old daughter.,0.8285714285714286,0.5272727272727272,0.6444444444444444,0.8333333333333334,0.5319148936170213,0.6493506493506493
en/p96/d1684,She is happy.,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.75,0.8333333333333334,0.7894736842105262
en/p96/d3215,He scratched his head.,0.6571428571428571,0.8214285714285714,0.73015873015873,0.7,0.875,0.7777777777777777
en/p96/d1397,My sister is engaged to him.,0.7575757575757576,0.7142857142857143,0.7352941176470589,0.7857142857142857,0.7333333333333333,0.7586206896551724
en/p96/d1391,In what city was Emil Fischer born?,0.7931034482758621,0.7419354838709677,0.7666666666666667,0.84,0.7777777777777778,0.8076923076923077
en/p96/d2124,You can't deny her anything.,0.5428571428571428,0.6129032258064516,0.5757575757575757,0.5666666666666667,0.6296296296296297,0.5964912280701755
en/p96/d2544,These headphones don't work.,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.7777777777777778,0.7,0.7368421052631577
en/p96/d2897,Finding a house is stressful.,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9130434782608695,0.9130434782608695,0.9130434782608695
en/p96/d3265,Turtles are reptiles.,0.5238095238095238,0.8461538461538461,0.6470588235294118,0.5555555555555556,0.9090909090909091,0.6896551724137931
en/p96/d3140,Tom is very young.,0.8275862068965517,0.7741935483870968,0.7999999999999999,0.84,0.7777777777777778,0.8076923076923077
en/p96/d1879,"Fasten your seat belt, please.",0.6060606060606061,0.6896551724137931,0.6451612903225807,0.5714285714285714,0.64,0.6037735849056605
en/p96/d2029,Tom was very jealous.,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.88,0.88,0.88
en/p96/d2716,Where does Tom live?,0.5263157894736842,0.6451612903225806,0.5797101449275363,0.5454545454545454,0.6666666666666666,0.6
en/p96/d1582,People should love one another.,0.4782608695652174,0.7333333333333333,0.5789473684210527,0.45,0.6923076923076923,0.5454545454545455
en/p96/d0858,She slapped his face.,0.7714285714285715,0.8181818181818182,0.7941176470588236,0.8,0.8571428571428571,0.8275862068965518
en/p96/d1392,How many moons does Venus have?,0.5609756097560976,0.7419354838709677,0.638888888888889,0.6285714285714286,0.8148148148148148,0.7096774193548386
en/p96/d2873,Tom is a former paratrooper.,0.7931034482758621,0.5348837209302325,0.6388888888888888,0.8,0.5405405405405406,0.6451612903225806
en/p96/d2333,He went hunting in the woods.,0.6285714285714286,0.8148148148148148,0.7096774193548386,0.6666666666666666,0.8695652173913043,0.7547169811320754
en/p96/d3279,Do you support Mitt Romney or Barack Obama?,0.6216216216216216,0.40350877192982454,0.4893617021276595,0.65625,0.42,0.5121951219512195
en/p96/d2864,The dog is barking.,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9444444444444444,0.9444444444444444,0.9444444444444444
en/p96/d1382,Where is Mae West buried?,0.6896551724137931,0.6451612903225806,0.6666666666666667,0.72,0.6666666666666666,0.6923076923076923
en/p96/d2865,Tom plays hockey.,0.896551724137931,0.896551724137931,0.896551724137931,0.92,0.92,0.92
en/p96/d1522,He is dishonest.,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.75,0.8333333333333334,0.7894736842105262
en/p96/d1394,What famous verse did Sarah Hale write in 1830?,0.8108108108108109,0.7692307692307693,0.7894736842105263,0.84375,0.7941176470588235,0.8181818181818182
en/p96/d3166,I am not allergic to penicillin.,0.7931034482758621,0.7419354838709677,0.7666666666666667,0.8,0.7407407407407407,0.7692307692307692
en/p96/d3275,Tom hired Mary as an interpreter.,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.90625,0.90625,0.90625
en/p96/d1528,The American people elected Mr Clinton President.,0.6571428571428571,0.5609756097560976,0.605263157894737,0.6666666666666666,0.5714285714285714,0.6153846153846153
en/p96/d0909,The meeting lasted until 5.,0.8695652173913043,0.6896551724137931,0.7692307692307693,0.85,0.68,0.7555555555555556
en/p96/d3462,She added milk to the coffee.,0.8571428571428571,0.9090909090909091,0.8823529411764706,0.8666666666666667,0.9285714285714286,0.896551724137931
en/p96/d0717,American hostages were released in Tehran.,0.8,0.6511627906976745,0.7179487179487181,0.8,0.6486486486486487,0.7164179104477612
en/p96/d1687,"I was sixteen in this picture, and Tom was ten.",0.7441860465116279,0.4383561643835616,0.5517241379310345,0.7567567567567568,0.4375,0.5544554455445544
en/p96/d2656,He is extremely unbiased.,0.7241379310344828,0.7777777777777778,0.75,0.76,0.8260869565217391,0.7916666666666667
en/p96/d2975,This film is based on a novel.,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9130434782608695,0.9130434782608695,0.9130434782608695
en/p96/d3182,Yesterday I met two Americans who're bicycling through Japan.,0.7627118644067796,0.5487804878048781,0.6382978723404256,0.7647058823529411,0.5492957746478874,0.6393442622950819
en/p96/d3377,I bet ten dollars on that horse.,0.8378378378378378,0.7209302325581395,0.7749999999999999,0.84375,0.7297297297297297,0.7826086956521738
en/p96/d3332,Tom threw Mary's phone into the pool.,0.8888888888888888,0.7441860465116279,0.8101265822784809,0.9032258064516129,0.7567567567567568,0.823529411764706
en/p96/d2883,The banana is sweet.,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8888888888888888,0.8888888888888888,0.8888888888888888
en/p96/d2890,Tom crawled out of bed.,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.88,0.88,0.88
en/p96/d1396,What is the scientific name for red ants?,0.8205128205128205,0.6808510638297872,0.7441860465116279,0.7878787878787878,0.65,0.7123287671232875
en/p96/d3097,He put the key in the lock.,0.8571428571428571,0.9090909090909091,0.8823529411764706,0.8666666666666667,0.9285714285714286,0.896551724137931
en/p96/d3009,"Tom wrote a love letter to Mary, but she didn't read it.",0.6842105263157895,0.5652173913043478,0.6190476190476191,0.7142857142857143,0.5833333333333334,0.6422018348623854
en/p96/d2436,She plunged into the water.,0.7586206896551724,0.8148148148148148,0.7857142857142857,0.8,0.8695652173913043,0.8333333333333333
en/p96/d2832,He weighs around 300 pounds.,0.7317073170731707,0.6382978723404256,0.6818181818181819,0.7142857142857143,0.625,0.6666666666666666
en/p96/d2169,The man robbed her of her bag.,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.8620689655172413,0.8620689655172413,0.8620689655172413
en/p96/d1428,You will be proud of me.,0.8620689655172413,0.8064516129032258,0.8333333333333334,0.84,0.7777777777777778,0.8076923076923077
en/p96/d2091,Do you have a map of the city of Kyoto?,0.7441860465116279,0.8648648648648649,0.8,0.7297297297297297,0.84375,0.7826086956521738
en/p96/d2572,She met him three years ago.,0.6511627906976745,0.6511627906976745,0.6511627906976745,0.7027027027027027,0.7027027027027027,0.7027027027027027
en/p96/d2782,I solved the puzzle.,1.0,1.0,1.0,1.0,1.0,1.0
en/p96/d2863,Tom is on the loo.,0.782608695652174,0.6206896551724138,0.6923076923076923,0.8,0.64,0.7111111111111111
en/p96/d1449,Thirty-five degrees centigrade equals ninety-five degrees Fahrenheit.,0.5,0.6571428571428571,0.5679012345679013,0.5,0.6666666666666666,0.5714285714285715
en/p96/d1380,What was Andrew Jackson's wife's name?,0.7837837837837838,0.5918367346938775,0.6744186046511628,0.75,0.5714285714285714,0.6486486486486486
en/p96/d2234,Tom doesn't like bananas.,0.7241379310344828,0.6774193548387096,0.7,0.76,0.7037037037037037,0.7307692307692308
en/p96/d2430,The earthquake triggered a powerful tsunami.,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9285714285714286,0.9285714285714286,0.9285714285714286
en/p96/d0850,My father died of lung cancer.,0.8787878787878788,0.8285714285714286,0.8529411764705883,0.8571428571428571,0.8,0.8275862068965518
en/p96/d1642,Brazil is located in South America.,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7407407407407407,0.7407407407407407,0.7407407407407407
en/p96/d2367,Have you googled Tom?,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9259259259259259,0.9259259259259259,0.9259259259259259
en/p96/d2554,Tom bit Mary.,0.7619047619047619,0.5161290322580645,0.6153846153846153,0.7777777777777778,0.5185185185185185,0.6222222222222222
en/p96/d2961,Everyone who worked on that project became a millionaire.,0.7346938775510204,0.6206896551724138,0.6728971962616822,0.7142857142857143,0.6,0.6521739130434783
