pmb_id,raw_sent,precision,recall,f1,precision_lenient,recall_lenient,f1_lenient
en/p96/d1391,In what city was Emil Fischer born?,0.5714285714285714,0.631578947368421,0.6,0.6388888888888888,0.7419354838709677,0.6865671641791045
en/p96/d1684,She is happy.,0.6428571428571429,0.75,0.6923076923076924,0.7391304347826086,0.8095238095238095,0.7727272727272727
en/p96/d2561,Tom headed for the elevator.,0.8125,0.7647058823529411,0.787878787878788,0.8571428571428571,0.8275862068965517,0.8421052631578947
en/p96/d2124,You can't deny her anything.,0.3888888888888889,0.3684210526315789,0.37837837837837834,0.5454545454545454,0.5806451612903226,0.5625
en/p96/d1397,My sister is engaged to him.,0.5625,0.45,0.5,0.7419354838709677,0.6571428571428571,0.6969696969696969
en/p96/d1316,Lenz shook his head hopelessly.,0.8,0.7619047619047619,0.7804878048780488,0.8285714285714286,0.8055555555555556,0.8169014084507044
en/p96/d3265,Turtles are reptiles.,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.5,0.7692307692307693,0.6060606060606061
en/p96/d2544,These headphones don't work.,0.6363636363636364,0.5,0.56,0.8,0.6956521739130435,0.7441860465116279
en/p96/d3140,Tom is very young.,0.75,0.631578947368421,0.6857142857142857,0.8214285714285714,0.7419354838709677,0.7796610169491526
en/p96/d2716,Where does Tom live?,0.43478260869565216,0.5263157894736842,0.47619047619047616,0.5263157894736842,0.6451612903225806,0.5797101449275363
en/p96/d2897,Finding a house is stressful.,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.8846153846153846,0.8518518518518519,0.8679245283018868
en/p96/d1879,"Fasten your seat belt, please.",0.3888888888888889,0.4117647058823529,0.39999999999999997,0.5,0.6206896551724138,0.5538461538461539
en/p96/d0858,She slapped his face.,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.7647058823529411,0.7878787878787878,0.7761194029850745
en/p96/d2864,The dog is barking.,0.8181818181818182,0.75,0.7826086956521738,0.9,0.8571428571428571,0.8780487804878048
en/p96/d2029,Tom was very jealous.,0.8125,0.7647058823529411,0.787878787878788,0.8571428571428571,0.8275862068965517,0.8421052631578947
en/p96/d1582,People should love one another.,0.3076923076923077,0.4444444444444444,0.3636363636363637,0.4,0.6666666666666666,0.5
en/p96/d1392,How many moons does Venus have?,0.5454545454545454,0.631578947368421,0.5853658536585366,0.575,0.7419354838709677,0.6478873239436619
en/p96/d2873,Tom is a former paratrooper.,0.75,0.48,0.5853658536585366,0.7857142857142857,0.5116279069767442,0.619718309859155
en/p96/d2333,He went hunting in the woods.,0.5789473684210527,0.7333333333333333,0.6470588235294117,0.6176470588235294,0.7777777777777778,0.6885245901639345
en/p96/d3166,I am not allergic to penicillin.,0.625,0.5263157894736842,0.5714285714285714,0.7857142857142857,0.7096774193548387,0.7457627118644068
en/p96/d1394,What famous verse did Sarah Hale write in 1830?,0.5769230769230769,0.625,0.6,0.5957446808510638,0.717948717948718,0.6511627906976744
en/p96/d2865,Tom plays hockey.,0.875,0.8235294117647058,0.8484848484848485,0.8928571428571429,0.8620689655172413,0.8771929824561403
en/p96/d1382,Where is Mae West buried?,0.5238095238095238,0.5789473684210527,0.5500000000000002,0.6111111111111112,0.7096774193548387,0.6567164179104478
en/p96/d3462,She added milk to the coffee.,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8484848484848485,0.8484848484848485,0.8484848484848486
en/p96/d3279,Do you support Mitt Romney or Barack Obama?,0.3235294117647059,0.3055555555555556,0.31428571428571433,0.4909090909090909,0.47368421052631576,0.4821428571428571
en/p96/d1522,He is dishonest.,0.6428571428571429,0.75,0.6923076923076924,0.7391304347826086,0.8095238095238095,0.7727272727272727
en/p96/d3275,Tom hired Mary as an interpreter.,0.8571428571428571,0.8181818181818182,0.8372093023255814,0.8611111111111112,0.8378378378378378,0.8493150684931507
en/p96/d2656,He is extremely unbiased.,0.5625,0.6,0.5806451612903225,0.7142857142857143,0.7407407407407407,0.7272727272727273
en/p96/d1687,"I was sixteen in this picture, and Tom was ten.",0.6666666666666666,0.34782608695652173,0.4571428571428571,0.7380952380952381,0.4246575342465753,0.5391304347826087
en/p96/d1528,The American people elected Mr Clinton President.,0.4482758620689655,0.5652173913043478,0.4999999999999999,0.56,0.6829268292682927,0.6153846153846154
en/p96/d0909,The meeting lasted until 5.,0.7692307692307693,0.5882352941176471,0.6666666666666667,0.84,0.7241379310344828,0.7777777777777777
en/p96/d3182,Yesterday I met two Americans who're bicycling through Japan.,0.6111111111111112,0.4489795918367347,0.5176470588235293,0.7301587301587301,0.5609756097560976,0.6344827586206897
en/p96/d0717,American hostages were released in Tehran.,0.6842105263157895,0.52,0.5909090909090909,0.7941176470588235,0.627906976744186,0.7012987012987012
en/p96/d3377,I bet ten dollars on that horse.,0.7142857142857143,0.6,0.6521739130434783,0.8205128205128205,0.7441860465116279,0.7804878048780488
en/p96/d3097,He put the key in the lock.,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8484848484848485,0.8484848484848485,0.8484848484848486
en/p96/d2975,This film is based on a novel.,0.8461538461538461,0.7333333333333333,0.7857142857142856,0.92,0.8518518518518519,0.8846153846153846
en/p96/d1396,What is the scientific name for red ants?,0.6842105263157895,0.5,0.5777777777777778,0.8108108108108109,0.6382978723404256,0.7142857142857143
en/p96/d2890,Tom crawled out of bed.,0.8125,0.7647058823529411,0.787878787878788,0.8571428571428571,0.8275862068965517,0.8421052631578947
en/p96/d1428,You will be proud of me.,0.75,0.631578947368421,0.6857142857142857,0.8571428571428571,0.7741935483870968,0.8135593220338982
en/p96/d2169,The man robbed her of her bag.,0.7647058823529411,0.6842105263157895,0.7222222222222222,0.84375,0.7941176470588235,0.8181818181818182
en/p96/d3332,Tom threw Mary's phone into the pool.,0.85,0.68,0.7555555555555556,0.8857142857142857,0.7209302325581395,0.7948717948717948
en/p96/d2883,The banana is sweet.,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.85,0.8095238095238095,0.8292682926829269
en/p96/d2832,He weighs around 300 pounds.,0.5909090909090909,0.5,0.5416666666666667,0.725,0.6170212765957447,0.6666666666666666
en/p96/d2091,Do you have a map of the city of Kyoto?,0.68,0.7727272727272727,0.7234042553191491,0.7441860465116279,0.8648648648648649,0.8
en/p96/d3009,"Tom wrote a love letter to Mary, but she didn't read it.",0.5,0.40476190476190477,0.4473684210526316,0.6557377049180327,0.5797101449275363,0.6153846153846154
en/p96/d2436,She plunged into the water.,0.625,0.6666666666666666,0.6451612903225806,0.75,0.7777777777777778,0.7636363636363638
en/p96/d2782,I solved the puzzle.,1.0,0.9411764705882353,0.9696969696969697,1.0,0.9655172413793104,0.9824561403508771
en/p96/d1380,What was Andrew Jackson's wife's name?,0.5769230769230769,0.5357142857142857,0.5555555555555555,0.7272727272727273,0.6530612244897959,0.6881720430107526
en/p96/d2863,Tom is on the loo.,0.7142857142857143,0.5882352941176471,0.6451612903225806,0.782608695652174,0.6206896551724138,0.6923076923076923
en/p96/d1449,Thirty-five degrees centigrade equals ninety-five degrees Fahrenheit.,0.34375,0.55,0.42307692307692313,0.3870967741935484,0.6857142857142857,0.4948453608247423
en/p96/d2234,Tom doesn't like bananas.,0.5625,0.47368421052631576,0.5142857142857142,0.7142857142857143,0.6451612903225806,0.6779661016949152
en/p96/d2572,She met him three years ago.,0.5416666666666666,0.52,0.5306122448979592,0.6,0.627906976744186,0.6136363636363636
en/p96/d2554,Tom bit Mary.,0.6666666666666666,0.631578947368421,0.6486486486486486,0.7,0.6774193548387096,0.6885245901639343
en/p96/d1642,Brazil is located in South America.,0.5416666666666666,0.6842105263157895,0.6046511627906976,0.5897435897435898,0.7419354838709677,0.6571428571428573
